# t  tau  phi  dphi  a  H  zppz  N
805 9.45156 11.2077 -0.0047099 2.59843e+32 0.0793202 8.54115e+62 74.6376
805.1 9.45156 11.2072 -0.0047099 2.61912e+32 0.0793169 8.677e+62 74.6456
805.2 9.45156 11.2067 -0.0047099 2.63998e+32 0.0793136 8.81501e+62 74.6535
805.3 9.45156 11.2063 -0.0047099 2.661e+32 0.0793102 8.9552e+62 74.6614
805.4 9.45156 11.2058 -0.0047099 2.68219e+32 0.0793069 9.09762e+62 74.6694
805.5 9.45156 11.2053 -0.0047099 2.70354e+32 0.0793036 9.2423e+62 74.6773
805.6 9.45156 11.2049 -0.0047099 2.72507e+32 0.0793003 9.38927e+62 74.6852
805.7 9.45156 11.2044 -0.0047099 2.74676e+32 0.0792969 9.53857e+62 74.6931
805.8 9.45156 11.2039 -0.0047099 2.76863e+32 0.0792936 9.69024e+62 74.7011
805.9 9.45156 11.2034 -0.0047099 2.79067e+32 0.0792903 9.84431e+62 74.709
806 9.45156 11.203 -0.0047099 2.81289e+32 0.079287 1.00008e+63 74.7169
806.1 9.45156 11.2025 -0.0047099 2.83528e+32 0.0792836 1.01598e+63 74.7249
806.2 9.45156 11.202 -0.0047099 2.85784e+32 0.0792803 1.03214e+63 74.7328
806.3 9.45156 11.2016 -0.0047099 2.88059e+32 0.079277 1.04854e+63 74.7407
806.4 9.45156 11.2011 -0.0047099 2.90352e+32 0.0792736 1.06521e+63 74.7486
806.5 9.45156 11.2006 -0.0047099 2.92663e+32 0.0792703 1.08214e+63 74.7566
806.6 9.45156 11.2001 -0.0047099 2.94992e+32 0.079267 1.09935e+63 74.7645
806.7 9.45156 11.1997 -0.0047099 2.97339e+32 0.0792637 1.11682e+63 74.7724
806.8 9.45156 11.1992 -0.0047099 2.99705e+32 0.0792603 1.13457e+63 74.7804
806.9 9.45156 11.1987 -0.0047099 3.0209e+32 0.079257 1.1526e+63 74.7883
807 9.45156 11.1983 -0.0047099 3.04494e+32 0.0792537 1.17092e+63 74.7962
807.1 9.45156 11.1978 -0.0047099 3.06917e+32 0.0792503 1.18953e+63 74.8041
807.2 9.45156 11.1973 -0.0047099 3.09359e+32 0.079247 1.20843e+63 74.8121
807.3 9.45156 11.1968 -0.00470989 3.1182e+32 0.0792437 1.22763e+63 74.82
807.4 9.45156 11.1964 -0.00470989 3.14301e+32 0.0792404 1.24714e+63 74.8279
807.5 9.45156 11.1959 -0.00470989 3.16801e+32 0.079237 1.26696e+63 74.8358
807.6 9.45156 11.1954 -0.00470989 3.19321e+32 0.0792337 1.28708e+63 74.8438
807.7 9.45156 11.195 -0.00470989 3.21861e+32 0.0792304 1.30753e+63 74.8517
807.8 9.45156 11.1945 -0.00470989 3.24421e+32 0.0792271 1.32831e+63 74.8596
807.9 9.45156 11.194 -0.00470989 3.27002e+32 0.0792237 1.34941e+63 74.8675
808 9.45156 11.1936 -0.00470989 3.29603e+32 0.0792204 1.37085e+63 74.8754
808.1 9.45156 11.1931 -0.00470989 3.32224e+32 0.0792171 1.39262e+63 74.8834
808.2 9.45156 11.1926 -0.00470989 3.34866e+32 0.0792137 1.41474e+63 74.8913
808.3 9.45156 11.1921 -0.00470989 3.37529e+32 0.0792104 1.43721e+63 74.8992
808.4 9.45156 11.1917 -0.00470989 3.40214e+32 0.0792071 1.46004e+63 74.9071
808.5 9.45156 11.1912 -0.00470989 3.42919e+32 0.0792038 1.48323e+63 74.915
808.6 9.45156 11.1907 -0.00470989 3.45646e+32 0.0792004 1.50679e+63 74.923
808.7 9.45156 11.1903 -0.00470989 3.48394e+32 0.0791971 1.53071e+63 74.9309
808.8 9.45156 11.1898 -0.00470989 3.51164e+32 0.0791938 1.55502e+63 74.9388
808.9 9.45156 11.1893 -0.00470989 3.53956e+32 0.0791905 1.57972e+63 74.9467
809 9.45156 11.1888 -0.00470989 3.5677e+32 0.0791871 1.6048e+63 74.9546
809.1 9.45156 11.1884 -0.00470989 3.59607e+32 0.0791838 1.63028e+63 74.9626
809.2 9.45156 11.1879 -0.00470989 3.62465e+32 0.0791805 1.65617e+63 74.9705
809.3 9.45156 11.1874 -0.00470989 3.65347e+32 0.0791771 1.68246e+63 74.9784
809.4 9.45156 11.187 -0.00470989 3.68251e+32 0.0791738 1.70917e+63 74.9863
809.5 9.45156 11.1865 -0.00470989 3.71178e+32 0.0791705 1.73631e+63 74.9942
809.6 9.45156 11.186 -0.00470989 3.74128e+32 0.0791672 1.76387e+63 75.0022
809.7 9.45156 11.1855 -0.00470989 3.77102e+32 0.0791638 1.79187e+63 75.0101
809.8 9.45156 11.1851 -0.00470989 3.80099e+32 0.0791605 1.82031e+63 75.018
809.9 9.45156 11.1846 -0.00470989 3.83119e+32 0.0791572 1.84921e+63 75.0259
810 9.45156 11.1841 -0.00470989 3.86164e+32 0.0791539 1.87856e+63 75.0338
810.1 9.45156 11.1837 -0.00470989 3.89233e+32 0.0791505 1.90837e+63 75.0417
810.2 9.45156 11.1832 -0.00470988 3.92326e+32 0.0791472 1.93866e+63 75.0496
810.3 9.45156 11.1827 -0.00470988 3.95443e+32 0.0791439 1.96943e+63 75.0576
810.4 9.45156 11.1822 -0.00470988 3.98585e+32 0.0791405 2.00068e+63 75.0655
810.5 9.45156 11.1818 -0.00470988 4.01752e+32 0.0791372 2.03243e+63 75.0734
810.6 9.45156 11.1813 -0.00470988 4.04944e+32 0.0791339 2.06468e+63 75.0813
810.7 9.45156 11.1808 -0.00470988 4.08161e+32 0.0791306 2.09744e+63 75.0892
810.8 9.45156 11.1804 -0.00470988 4.11404e+32 0.0791272 2.13072e+63 75.0971
810.9 9.45156 11.1799 -0.00470988 4.14672e+32 0.0791239 2.16453e+63 75.105
811 9.45156 11.1794 -0.00470988 4.17966e+32 0.0791206 2.19887e+63 75.113
811.1 9.45156 11.179 -0.00470988 4.21286e+32 0.0791172 2.23375e+63 75.1209
811.2 9.45156 11.1785 -0.00470988 4.24632e+32 0.0791139 2.26919e+63 75.1288
811.3 9.45156 11.178 -0.00470988 4.28005e+32 0.0791106 2.30518e+63 75.1367
811.4 9.45156 11.1775 -0.00470988 4.31404e+32 0.0791073 2.34175e+63 75.1446
811.5 9.45156 11.1771 -0.00470988 4.3483e+32 0.0791039 2.37889e+63 75.1525
811.6 9.45156 11.1766 -0.00470988 4.38284e+32 0.0791006 2.41663e+63 75.1604
811.7 9.45156 11.1761 -0.00470988 4.41764e+32 0.0790973 2.45496e+63 75.1683
811.8 9.45156 11.1757 -0.00470988 4.45272e+32 0.079094 2.49389e+63 75.1762
811.9 9.45156 11.1752 -0.00470988 4.48808e+32 0.0790906 2.53344e+63 75.1841
812 9.45156 11.1747 -0.00470988 4.52371e+32 0.0790873 2.57362e+63 75.1921
812.1 9.45156 11.1742 -0.00470988 4.55963e+32 0.079084 2.61443e+63 75.2
812.2 9.45156 11.1738 -0.00470988 4.59583e+32 0.0790806 2.65589e+63 75.2079
812.3 9.45156 11.1733 -0.00470988 4.63232e+32 0.0790773 2.698e+63 75.2158
812.4 9.45156 11.1728 -0.00470988 4.6691e+32 0.079074 2.74078e+63 75.2237
812.5 9.45156 11.1724 -0.00470988 4.70616e+32 0.0790707 2.78424e+63 75.2316
812.6 9.45156 11.1719 -0.00470988 4.74352e+32 0.0790673 2.82838e+63 75.2395
812.7 9.45156 11.1714 -0.00470988 4.78118e+32 0.079064 2.87322e+63 75.2474
812.8 9.45156 11.1709 -0.00470988 4.81913e+32 0.0790607 2.91877e+63 75.2553
812.9 9.45156 11.1705 -0.00470988 4.85738e+32 0.0790574 2.96504e+63 75.2632
813 9.45156 11.17 -0.00470987 4.89593e+32 0.079054 3.01204e+63 75.2711
813.1 9.45156 11.1695 -0.00470987 4.93479e+32 0.0790507 3.05978e+63 75.279
813.2 9.45156 11.1691 -0.00470987 4.97395e+32 0.0790474 3.10828e+63 75.2869
813.3 9.45156 11.1686 -0.00470987 5.01342e+32 0.079044 3.15755e+63 75.2948
813.4 9.45156 11.1681 -0.00470987 5.05321e+32 0.0790407 3.20759e+63 75.3027
813.5 9.45156 11.1676 -0.00470987 5.09331e+32 0.0790374 3.25843e+63 75.3106
813.6 9.45156 11.1672 -0.00470987 5.13372e+32 0.0790341 3.31006e+63 75.3186
813.7 9.45156 11.1667 -0.00470987 5.17445e+32 0.0790307 3.36252e+63 75.3265
813.8 9.45156 11.1662 -0.00470987 5.21551e+32 0.0790274 3.4158e+63 75.3344
813.9 9.45156 11.1658 -0.00470987 5.25689e+32 0.0790241 3.46993e+63 75.3423
814 9.45156 11.1653 -0.00470987 5.29859e+32 0.0790208 3.52491e+63 75.3502
814.1 9.45156 11.1648 -0.00470987 5.34063e+32 0.0790174 3.58076e+63 75.3581
814.2 9.45156 11.1644 -0.00470987 5.383e+32 0.0790141 3.63749e+63 75.366
814.3 9.45156 11.1639 -0.00470987 5.4257e+32 0.0790108 3.69512e+63 75.3739
814.4 9.45156 11.1634 -0.00470987 5.46873e+32 0.0790074 3.75366e+63 75.3818
814.5 9.45156 11.1629 -0.00470987 5.51211e+32 0.0790041 3.81312e+63 75.3897
814.6 9.45156 11.1625 -0.00470987 5.55583e+32 0.0790008 3.87352e+63 75.3976
814.7 9.45156 11.162 -0.00470987 5.5999e+32 0.0789975 3.93488e+63 75.4055
814.8 9.45156 11.1615 -0.00470987 5.64431e+32 0.0789941 3.99721e+63 75.4134
814.9 9.45156 11.1611 -0.00470987 5.68907e+32 0.0789908 4.06052e+63 75.4213
815 9.45156 11.1606 -0.00470987 5.73418e+32 0.0789875 4.12483e+63 75.4292
815.1 9.45156 11.1601 -0.00470987 5.77966e+32 0.0789842 4.19016e+63 75.4371
815.2 9.45156 11.1596 -0.00470987 5.82549e+32 0.0789808 4.25652e+63 75.445
815.3 9.45156 11.1592 -0.00470987 5.87168e+32 0.0789775 4.32392e+63 75.4529
815.4 9.45156 11.1587 -0.00470987 5.91823e+32 0.0789742 4.39239e+63 75.4608
815.5 9.45156 11.1582 -0.00470987 5.96516e+32 0.0789708 4.46195e+63 75.4687
815.6 9.45156 11.1578 -0.00470987 6.01245e+32 0.0789675 4.5326e+63 75.4766
815.7 9.45156 11.1573 -0.00470987 6.06011e+32 0.0789642 4.60436e+63 75.4845
815.8 9.45156 11.1568 -0.00470987 6.10816e+32 0.0789609 4.67726e+63 75.4923
815.9 9.45156 11.1563 -0.00470986 6.15658e+32 0.0789575 4.75131e+63 75.5002
816 9.45156 11.1559 -0.00470986 6.20538e+32 0.0789542 4.82653e+63 75.5081
816.1 9.45156 11.1554 -0.00470986 6.25457e+32 0.0789509 4.90294e+63 75.516
816.2 9.45156 11.1549 -0.00470986 6.30414e+32 0.0789476 4.98055e+63 75.5239
816.3 9.45156 11.1545 -0.00470986 6.35411e+32 0.0789442 5.05939e+63 75.5318
816.4 9.45156 11.154 -0.00470986 6.40447e+32 0.0789409 5.13948e+63 75.5397
816.5 9.45156 11.1535 -0.00470986 6.45522e+32 0.0789376 5.22082e+63 75.5476
816.6 9.45156 11.153 -0.00470986 6.50638e+32 0.0789342 5.30345e+63 75.5555
816.7 9.45156 11.1526 -0.00470986 6.55794e+32 0.0789309 5.38739e+63 75.5634
816.8 9.45156 11.1521 -0.00470986 6.6099e+32 0.0789276 5.47265e+63 75.5713
816.9 9.45156 11.1516 -0.00470986 6.66228e+32 0.0789243 5.55926e+63 75.5792
817 9.45156 11.1512 -0.00470986 6.71507e+32 0.0789209 5.64723e+63 75.5871
817.1 9.45156 11.1507 -0.00470986 6.76827e+32 0.0789176 5.73659e+63 75.595
817.2 9.45156 11.1502 -0.00470986 6.8219e+32 0.0789143 5.82736e+63 75.6029
817.3 9.45156 11.1498 -0.00470986 6.87594e+32 0.0789109 5.91956e+63 75.6108
817.4 9.45156 11.1493 -0.00470986 6.93042e+32 0.0789076 6.01322e+63 75.6186
817.5 9.45156 11.1488 -0.00470986 6.98532e+32 0.0789043 6.10836e+63 75.6265
817.6 9.45156 11.1483 -0.00470986 7.04065e+32 0.078901 6.205e+63 75.6344
817.7 9.45156 11.1479 -0.00470986 7.09642e+32 0.0788976 6.30316e+63 75.6423
817.8 9.45156 11.1474 -0.00470986 7.15263e+32 0.0788943 6.40287e+63 75.6502
817.9 9.45156 11.1469 -0.00470986 7.20928e+32 0.078891 6.50415e+63 75.6581
818 9.45156 11.1465 -0.00470986 7.26638e+32 0.0788877 6.60703e+63 75.666
818.1 9.45156 11.146 -0.00470986 7.32393e+32 0.0788843 6.71154e+63 75.6739
818.2 9.45156 11.1455 -0.00470986 7.38193e+32 0.078881 6.81769e+63 75.6818
818.3 9.45156 11.145 -0.00470986 7.44039e+32 0.0788777 6.92551e+63 75.6896
818.4 9.45156 11.1446 -0.00470986 7.49931e+32 0.0788743 7.03504e+63 75.6975
818.5 9.45156 11.1441 -0.00470986 7.55869e+32 0.078871 7.1463e+63 75.7054
818.6 9.45156 11.1436 -0.00470986 7.61854e+32 0.0788677 7.25931e+63 75.7133
818.7 9.45156 11.1432 -0.00470985 7.67886e+32 0.0788644 7.3741e+63 75.7212
818.8 9.45156 11.1427 -0.00470985 7.73966e+32 0.078861 7.4907e+63 75.7291
818.9 9.45156 11.1422 -0.00470985 7.80094e+32 0.0788577 7.60914e+63 75.737
819 9.45156 11.1417 -0.00470985 7.86269e+32 0.0788544 7.72945e+63 75.7449
819.1 9.45156 11.1413 -0.00470985 7.92494e+32 0.0788511 7.85165e+63 75.7527
819.2 9.45156 11.1408 -0.00470985 7.98767e+32 0.0788477 7.97578e+63 75.7606
819.3 9.45156 11.1403 -0.00470985 8.0509e+32 0.0788444 8.10187e+63 75.7685
819.4 9.45156 11.1399 -0.00470985 8.11463e+32 0.0788411 8.22995e+63 75.7764
819.5 9.45156 11.1394 -0.00470985 8.17886e+32 0.0788377 8.36004e+63 75.7843
819.6 9.45156 11.1389 -0.00470985 8.24359e+32 0.0788344 8.49219e+63 75.7922
819.7 9.45156 11.1384 -0.00470985 8.30883e+32 0.0788311 8.62642e+63 75.8
819.8 9.45156 11.138 -0.00470985 8.37459e+32 0.0788278 8.76276e+63 75.8079
819.9 9.45156 11.1375 -0.00470985 8.44087e+32 0.0788244 8.90126e+63 75.8158
820 9.45156 11.137 -0.00470985 8.50766e+32 0.0788211 9.04194e+63 75.8237
820.1 9.45156 11.1366 -0.00470985 8.57498e+32 0.0788178 9.18483e+63 75.8316
820.2 9.45156 11.1361 -0.00470985 8.64283e+32 0.0788145 9.32998e+63 75.8395
820.3 9.45156 11.1356 -0.00470985 8.71122e+32 0.0788111 9.47741e+63 75.8473
820.4 9.45156 11.1351 -0.00470985 8.78014e+32 0.0788078 9.62717e+63 75.8552
820.5 9.45156 11.1347 -0.00470985 8.84961e+32 0.0788045 9.77928e+63 75.8631
820.6 9.45156 11.1342 -0.00470985 8.91962e+32 0.0788011 9.9338e+63 75.871
820.7 9.45156 11.1337 -0.00470985 8.99019e+32 0.0787978 1.00907e+64 75.8789
820.8 9.45156 11.1333 -0.00470985 9.06131e+32 0.0787945 1.02502e+64 75.8867
820.9 9.45156 11.1328 -0.00470985 9.13299e+32 0.0787912 1.04121e+64 75.8946
821 9.45156 11.1323 -0.00470985 9.20523e+32 0.0787878 1.05766e+64 75.9025
821.1 9.45156 11.1319 -0.00470985 9.27804e+32 0.0787845 1.07437e+64 75.9104
821.2 9.45156 11.1314 -0.00470985 9.35142e+32 0.0787812 1.09134e+64 75.9183
821.3 9.45156 11.1309 -0.00470985 9.42538e+32 0.0787779 1.10857e+64 75.9261
821.4 9.45156 11.1304 -0.00470985 9.49993e+32 0.0787745 1.12608e+64 75.934
821.5 9.45156 11.13 -0.00470985 9.57506e+32 0.0787712 1.14387e+64 75.9419
821.6 9.45156 11.1295 -0.00470984 9.65078e+32 0.0787679 1.16193e+64 75.9498
821.7 9.45156 11.129 -0.00470984 9.72709e+32 0.0787645 1.18028e+64 75.9576
821.8 9.45156 11.1286 -0.00470984 9.80401e+32 0.0787612 1.19892e+64 75.9655
821.9 9.45156 11.1281 -0.00470984 9.88153e+32 0.0787579 1.21786e+64 75.9734
822 9.45156 11.1276 -0.00470984 9.95966e+32 0.0787546 1.23709e+64 75.9813
822.1 9.45156 11.1271 -0.00470984 1.00384e+33 0.0787512 1.25662e+64 75.9891
822.2 9.45156 11.1267 -0.00470984 1.01178e+33 0.0787479 1.27646e+64 75.997
822.3 9.45156 11.1262 -0.00470984 1.01978e+33 0.0787446 1.29661e+64 76.0049
822.4 9.45156 11.1257 -0.00470984 1.02784e+33 0.0787413 1.31709e+64 76.0128
822.5 9.45156 11.1253 -0.00470984 1.03596e+33 0.0787379 1.33788e+64 76.0206
822.6 9.45156 11.1248 -0.00470984 1.04415e+33 0.0787346 1.359e+64 76.0285
822.7 9.45156 11.1243 -0.00470984 1.0524e+33 0.0787313 1.38045e+64 76.0364
822.8 9.45156 11.1238 -0.00470984 1.06072e+33 0.0787279 1.40224e+64 76.0443
822.9 9.45156 11.1234 -0.00470984 1.06911e+33 0.0787246 1.42438e+64 76.0521
823 9.45156 11.1229 -0.00470984 1.07756e+33 0.0787213 1.44686e+64 76.06
823.1 9.45156 11.1224 -0.00470984 1.08607e+33 0.078718 1.46969e+64 76.0679
823.2 9.45156 11.122 -0.00470984 1.09465e+33 0.0787146 1.49289e+64 76.0757
823.3 9.45156 11.1215 -0.00470984 1.10331e+33 0.0787113 1.51645e+64 76.0836
823.4 9.45156 11.121 -0.00470984 1.11202e+33 0.078708 1.54038e+64 76.0915
823.5 9.45156 11.1205 -0.00470984 1.12081e+33 0.0787047 1.56469e+64 76.0994
823.6 9.45156 11.1201 -0.00470984 1.12967e+33 0.0787013 1.58938e+64 76.1072
823.7 9.45156 11.1196 -0.00470984 1.13859e+33 0.078698 1.61446e+64 76.1151
823.8 9.45156 11.1191 -0.00470984 1.14759e+33 0.0786947 1.63993e+64 76.123
823.9 9.45156 11.1187 -0.00470984 1.15665e+33 0.0786913 1.66581e+64 76.1308
824 9.45156 11.1182 -0.00470984 1.16579e+33 0.078688 1.69209e+64 76.1387
824.1 9.45156 11.1177 -0.00470984 1.175e+33 0.0786847 1.71878e+64 76.1466
824.2 9.45156 11.1173 -0.00470984 1.18428e+33 0.0786814 1.7459e+64 76.1544
824.3 9.45156 11.1168 -0.00470984 1.19364e+33 0.078678 1.77344e+64 76.1623
824.4 9.45156 11.1163 -0.00470983 1.20307e+33 0.0786747 1.80141e+64 76.1702
824.5 9.45156 11.1158 -0.00470983 1.21257e+33 0.0786714 1.82983e+64 76.178
824.6 9.45156 11.1154 -0.00470983 1.22214e+33 0.078668 1.85869e+64 76.1859
824.7 9.45156 11.1149 -0.00470983 1.2318e+33 0.0786647 1.888e+64 76.1938
824.8 9.45156 11.1144 -0.00470983 1.24152e+33 0.0786614 1.91778e+64 76.2016
824.9 9.45156 11.114 -0.00470983 1.25133e+33 0.0786581 1.94803e+64 76.2095
825 9.45156 11.1135 -0.00470983 1.26121e+33 0.0786547 1.97875e+64 76.2174
825.1 9.45156 11.113 -0.00470983 1.27117e+33 0.0786514 2.00995e+64 76.2252
825.2 9.45156 11.1125 -0.00470983 1.28121e+33 0.0786481 2.04165e+64 76.2331
825.3 9.45156 11.1121 -0.00470983 1.29132e+33 0.0786448 2.07384e+64 76.241
825.4 9.45156 11.1116 -0.00470983 1.30152e+33 0.0786414 2.10654e+64 76.2488
825.5 9.45156 11.1111 -0.00470983 1.31179e+33 0.0786381 2.13975e+64 76.2567
825.6 9.45156 11.1107 -0.00470983 1.32215e+33 0.0786348 2.17349e+64 76.2646
825.7 9.45156 11.1102 -0.00470983 1.33259e+33 0.0786314 2.20775e+64 76.2724
825.8 9.45156 11.1097 -0.00470983 1.34311e+33 0.0786281 2.24256e+64 76.2803
825.9 9.45156 11.1092 -0.00470983 1.35371e+33 0.0786248 2.27791e+64 76.2882
826 9.45156 11.1088 -0.00470983 1.36439e+33 0.0786215 2.31382e+64 76.296
826.1 9.45156 11.1083 -0.00470983 1.37516e+33 0.0786181 2.35029e+64 76.3039
826.2 9.45156 11.1078 -0.00470983 1.38602e+33 0.0786148 2.38733e+64 76.3117
826.3 9.45156 11.1074 -0.00470983 1.39695e+33 0.0786115 2.42496e+64 76.3196
826.4 9.45156 11.1069 -0.00470983 1.40798e+33 0.0786082 2.46318e+64 76.3275
826.5 9.45156 11.1064 -0.00470983 1.41909e+33 0.0786048 2.502e+64 76.3353
826.6 9.45156 11.1059 -0.00470983 1.43029e+33 0.0786015 2.54143e+64 76.3432
826.7 9.45156 11.1055 -0.00470983 1.44158e+33 0.0785982 2.58148e+64 76.351
826.8 9.45156 11.105 -0.00470983 1.45295e+33 0.0785948 2.62216e+64 76.3589
826.9 9.45156 11.1045 -0.00470983 1.46441e+33 0.0785915 2.66348e+64 76.3668
827 9.45156 11.1041 -0.00470983 1.47597e+33 0.0785882 2.70544e+64 76.3746
827.1 9.45156 11.1036 -0.00470983 1.48761e+33 0.0785849 2.74807e+64 76.3825
827.2 9.45156 11.1031 -0.00470982 1.49935e+33 0.0785815 2.79137e+64 76.3903
827.3 9.45156 11.1027 -0.00470982 1.51118e+33 0.0785782 2.83534e+64 76.3982
827.4 9.45156 11.1022 -0.00470982 1.5231e+33 0.0785749 2.88001e+64 76.4061
827.5 9.45156 11.1017 -0.00470982 1.53511e+33 0.0785716 2.92538e+64 76.4139
827.6 9.45156 11.1012 -0.00470982 1.54722e+33 0.0785682 2.97146e+64 76.4218
827.7 9.45156 11.1008 -0.00470982 1.55943e+33 0.0785649 3.01827e+64 76.4296
827.8 9.45156 11.1003 -0.00470982 1.57173e+33 0.0785616 3.06581e+64 76.4375
827.9 9.45156 11.0998 -0.00470982 1.58412e+33 0.0785582 3.1141e+64 76.4453
828 9.45156 11.0994 -0.00470982 1.59662e+33 0.0785549 3.16315e+64 76.4532
828.1 9.45156 11.0989 -0.00470982 1.60921e+33 0.0785516 3.21296e+64 76.461
828.2 9.45156 11.0984 -0.00470982 1.6219e+33 0.0785483 3.26356e+64 76.4689
828.3 9.45156 11.0979 -0.00470982 1.63469e+33 0.0785449 3.31496e+64 76.4768
828.4 9.45156 11.0975 -0.00470982 1.64758e+33 0.0785416 3.36716e+64 76.4846
828.5 9.45156 11.097 -0.00470982 1.66057e+33 0.0785383 3.42018e+64 76.4925
828.6 9.45156 11.0965 -0.00470982 1.67366e+33 0.078535 3.47403e+64 76.5003
828.7 9.45156 11.0961 -0.00470982 1.68686e+33 0.0785316 3.52873e+64 76.5082
828.8 9.45156 11.0956 -0.00470982 1.70015e+33 0.0785283 3.58429e+64 76.516
828.9 9.45156 11.0951 -0.00470982 1.71356e+33 0.078525 3.64072e+64 76.5239
829 9.45156 11.0946 -0.00470982 1.72707e+33 0.0785216 3.69803e+64 76.5317
829.1 9.45156 11.0942 -0.00470982 1.74068e+33 0.0785183 3.75625e+64 76.5396
829.2 9.45156 11.0937 -0.00470982 1.7544e+33 0.078515 3.81538e+64 76.5474
829.3 9.45156 11.0932 -0.00470982 1.76823e+33 0.0785117 3.87543e+64 76.5553
829.4 9.45156 11.0928 -0.00470982 1.78217e+33 0.0785083 3.93644e+64 76.5631
829.5 9.45156 11.0923 -0.00470982 1.79621e+33 0.078505 3.99839e+64 76.571
829.6 9.45156 11.0918 -0.00470982 1.81037e+33 0.0785017 4.06132e+64 76.5788
829.7 9.45156 11.0913 -0.00470982 1.82464e+33 0.0784984 4.12524e+64 76.5867
829.8 9.45156 11.0909 -0.00470982 1.83902e+33 0.078495 4.19016e+64 76.5945
829.9 9.45156 11.0904 -0.00470982 1.85351e+33 0.0784917 4.2561e+64 76.6024
830 9.45156 11.0899 -0.00470981 1.86811e+33 0.0784884 4.32308e+64 76.6102
830.1 9.45156 11.0895 -0.00470981 1.88283e+33 0.078485 4.3911e+64 76.6181
830.2 9.45156 11.089 -0.00470981 1.89767e+33 0.0784817 4.4602e+64 76.6259
830.3 9.45156 11.0885 -0.00470981 1.91262e+33 0.0784784 4.53037e+64 76.6338
830.4 9.45156 11.0881 -0.00470981 1.92769e+33 0.0784751 4.60165e+64 76.6416
830.5 9.45156 11.0876 -0.00470981 1.94288e+33 0.0784717 4.67405e+64 76.6495
830.6 9.45156 11.0871 -0.00470981 1.95818e+33 0.0784684 4.74758e+64 76.6573
830.7 9.45156 11.0866 -0.00470981 1.97361e+33 0.0784651 4.82227e+64 76.6652
830.8 9.45156 11.0862 -0.00470981 1.98915e+33 0.0784618 4.89813e+64 76.673
830.9 9.45156 11.0857 -0.00470981 2.00482e+33 0.0784584 4.97518e+64 76.6809
831 9.45156 11.0852 -0.00470981 2.02061e+33 0.0784551 5.05343e+64 76.6887
831.1 9.45156 11.0848 -0.00470981 2.03653e+33 0.0784518 5.13292e+64 76.6966
831.2 9.45156 11.0843 -0.00470981 2.05257e+33 0.0784484 5.21365e+64 76.7044
831.3 9.45156 11.0838 -0.00470981 2.06873e+33 0.0784451 5.29564e+64 76.7122
831.4 9.45156 11.0833 -0.00470981 2.08502e+33 0.0784418 5.37893e+64 76.7201
831.5 9.45156 11.0829 -0.00470981 2.10144e+33 0.0784385 5.46352e+64 76.7279
831.6 9.45156 11.0824 -0.00470981 2.11799e+33 0.0784351 5.54943e+64 76.7358
831.7 9.45156 11.0819 -0.00470981 2.13467e+33 0.0784318 5.63669e+64 76.7436
831.8 9.45156 11.0815 -0.00470981 2.15148e+33 0.0784285 5.72533e+64 76.7515
831.9 9.45156 11.081 -0.00470981 2.16842e+33 0.0784252 5.81535e+64 76.7593
832 9.45156 11.0805 -0.00470981 2.18549e+33 0.0784218 5.90678e+64 76.7671
832.1 9.45156 11.08 -0.00470981 2.20269e+33 0.0784185 5.99965e+64 76.775
832.2 9.45156 11.0796 -0.00470981 2.22004e+33 0.0784152 6.09397e+64 76.7828
832.3 9.45156 11.0791 -0.00470981 2.23751e+33 0.0784118 6.18977e+64 76.7907
832.4 9.45156 11.0786 -0.00470981 2.25513e+33 0.0784085 6.28707e+64 76.7985
832.5 9.45156 11.0782 -0.00470981 2.27288e+33 0.0784052 6.3859e+64 76.8064
832.6 9.45156 11.0777 -0.00470981 2.29077e+33 0.0784019 6.48628e+64 76.8142
832.7 9.45156 11.0772 -0.00470981 2.3088e+33 0.0783985 6.58823e+64 76.822
832.8 9.45156 11.0767 -0.0047098 2.32697e+33 0.0783952 6.69177e+64 76.8299
832.9 9.45156 11.0763 -0.0047098 2.34528e+33 0.0783919 6.79695e+64 76.8377
833 9.45156 11.0758 -0.0047098 2.36374e+33 0.0783886 6.90377e+64 76.8456
833.1 9.45156 11.0753 -0.0047098 2.38234e+33 0.0783852 7.01226e+64 76.8534
833.2 9.45156 11.0749 -0.0047098 2.40109e+33 0.0783819 7.12245e+64 76.8612
833.3 9.45156 11.0744 -0.0047098 2.41998e+33 0.0783786 7.23437e+64 76.8691
833.4 9.45156 11.0739 -0.0047098 2.43902e+33 0.0783752 7.34805e+64 76.8769
833.5 9.45156 11.0735 -0.0047098 2.45821e+33 0.0783719 7.4635e+64 76.8847
833.6 9.45156 11.073 -0.0047098 2.47755e+33 0.0783686 7.58077e+64 76.8926
833.7 9.45156 11.0725 -0.0047098 2.49705e+33 0.0783653 7.69987e+64 76.9004
833.8 9.45156 11.072 -0.0047098 2.51669e+33 0.0783619 7.82084e+64 76.9083
833.9 9.45156 11.0716 -0.0047098 2.53649e+33 0.0783586 7.9437e+64 76.9161
834 9.45156 11.0711 -0.0047098 2.55644e+33 0.0783553 8.06849e+64 76.9239
834.1 9.45156 11.0706 -0.0047098 2.57655e+33 0.078352 8.19523e+64 76.9318
834.2 9.45156 11.0702 -0.0047098 2.59682e+33 0.0783486 8.32396e+64 76.9396
834.3 9.45156 11.0697 -0.0047098 2.61724e+33 0.0783453 8.4547e+64 76.9474
